"","Subject","Confidence","Color_label_matched","Language","Age","Gender","Language_spoken","rt","Condition","Condition_label","Chain","Generation","Color_label_source","Lightness_source","Lighness_matched","Saturation_source","Saturation_matched","Hue_source","Hue_matched","Unique_hue","Seed","Dif","RHAD","Error_rate_hue","Error_rate_sat"
"372","jc7z",6,"seed mustard","English","24","male","Croatian",18886,"1","Pure transmission","0",4,"seed mustard",50,50,70,71,37,37,62.4,49.85,25.4,202.390438247012,0,1
"373","jer4",5,"seed mustard","Danish","29","female","NederlandskDansk",104262,"2","Naming transmission","3",8,"seed sennepsgul",50,50,65,66,48,48,62.4,49.85,14.4,114.741035856574,0,1
"374","jer4",6,"seed grass green","Danish","29","female","NederlandskDansk",73131,"2","Naming transmission","3",8,"seed græsgrøn",50,50,41,44,101,108,136.5,117.98,28.5,153.887688984881,7,3
"375","jer4",6,"seed dark rose","Danish","29","female","NederlandskDansk",18266,"2","Naming transmission","3",8,"seed mørk rosa",50,50,71,68,330,325,372.2,327.55,47.2,105.711086226204,5,3
"376","jer4",6,"seed ocean blue","Danish","29","female","NederlandskDansk",10347,"2","Naming transmission","3",8,"seed havblå",50,50,57,63,181,180,193.6,179.34,13.6,95.3716690042076,1,6
"377","jgqp",5,"seed dark rose","Danish","22","female","Dansk",14595,"2","Naming transmission","3",7,"seed mørk rosa",50,50,75,71,331,330,372.2,327.55,42.2,94.5128779395297,1,4
"378","jgqp",5,"seed mustard","Danish","22","female","Dansk",7232,"2","Naming transmission","3",7,"seed sennepsgul",50,50,68,65,48,48,62.4,49.85,14.4,114.741035856574,0,3
"379","jgqp",4,"seed grass green","Danish","22","female","Dansk",16023,"2","Naming transmission","3",7,"seed græsgrøn",50,50,49,41,103,101,136.5,117.98,35.5,191.684665226782,2,8
"380","jgqp",5,"seed ocean blue","Danish","22","female","Dansk",17092,"2","Naming transmission","3",7,"seed havblå",50,50,58,57,182,181,193.6,179.34,12.6,88.35904628331,1,1
"381","jwe2",6,"seed grass green","Danish","23","female","dansk",12929,"2","Naming transmission","3",5,"seed græsgrøn",50,50,52,46,121,105,136.5,117.98,31.5,170.086393088553,16,6
"382","jwe2",6,"seed mustard","Danish","23","female","dansk",16105,"2","Naming transmission","3",5,"seed sennepsgul",50,50,45,63,51,48,62.4,49.85,14.4,114.741035856574,3,18
"383","jwe2",6,"seed dark rose","Danish","23","female","dansk",12430,"2","Naming transmission","3",5,"seed mørk rosa",50,50,75,78,329,329,372.2,327.55,43.2,96.7525195968645,0,3
"384","jwe2",6,"seed ocean blue","Danish","23","female","dansk",11287,"2","Naming transmission","3",5,"seed havblå",50,50,49,58,180,183,193.6,179.34,10.6,74.3338008415147,3,9
"385","jy2r",3,"seed mustard","Danish","22","female","Dansk",9513,"1","Pure transmission","3",3,"seed sennepsgul",50,50,74,81,48,52,62.4,49.85,10.4,82.8685258964144,4,7
"386","jy2r",3,"seed ocean blue","Danish","22","female","Dansk",15025,"1","Pure transmission","3",3,"seed havblå",50,50,59,52,182,182,193.6,179.34,11.6,81.3464235624124,0,7
"387","jy2r",3,"seed grass green","Danish","22","female","Dansk",16081,"1","Pure transmission","3",3,"seed græsgrøn",50,50,59,50,123,119,136.5,117.98,17.5,94.4924406047516,4,9
"388","jy2r",3,"seed dark rose","Danish","22","female","Dansk",8570,"1","Pure transmission","3",3,"seed mørk rosa",50,50,68,68,325,322,372.2,327.55,50.2,112.430011198208,3,0
"389","k7ac",4,"seed ocean blue","Danish","23","female","Dansk",14112,"2","Naming transmission","4",7,"seed havblå",50,50,66,57,189,187,193.6,179.34,6.59999999999999,46.2833099579243,2,9
"390","k7ac",4,"seed dark rose","Danish","23","female","Dansk",10616,"2","Naming transmission","4",7,"seed mørk rosa",50,50,62,51,305,314,372.2,327.55,58.2,130.347144456887,9,11
"391","k7ac",3,"seed grass green","Danish","23","female","Dansk",14717,"2","Naming transmission","4",7,"seed græsgrøn",50,50,89,68,121,103,136.5,117.98,33.5,180.885529157667,18,21
"392","k7ac",6,"seed mustard","Danish","23","female","Dansk",12590,"2","Naming transmission","4",7,"seed sennepsgul",50,50,44,39,69,69,62.4,49.85,-6.6,-52.589641434263,0,5
"393","kfqn",5,"seed dark rose","English","69","male","English",12808,"1","Pure transmission","0",6,"seed dark rose",50,50,76,81,298,310,372.2,327.55,62.2,139.305711086226,12,5
"394","kfqn",5,"seed ocean blue","English","69","male","English",9484,"1","Pure transmission","0",6,"seed ocean blue",50,50,62,56,184,183,193.6,179.34,10.6,74.3338008415147,1,6
"395","kfqn",5,"seed mustard","English","69","male","English",28965,"1","Pure transmission","0",6,"seed mustard",50,50,65,62,39,38,62.4,49.85,24.4,194.422310756972,1,3
"396","kfqn",6,"seed grass green","English","69","male","English",15399,"1","Pure transmission","0",6,"seed grass green",50,50,70,66,118,120,136.5,117.98,16.5,89.0928725701944,2,4
"397","kjo0",5,"seed ocean blue","Danish","22","female","Dansk",8224,"1","Pure transmission","2",13,"seed havblå",50,50,70,72,180,179,193.6,179.34,14.6,102.384291725105,1,2
"398","kjo0",6,"seed grass green","Danish","22","female","Dansk",7444,"1","Pure transmission","2",13,"seed græsgrøn",50,50,73,79,102,113,136.5,117.98,23.5,126.889848812095,11,6
"399","kjo0",6,"seed mustard","Danish","22","female","Dansk",5467,"1","Pure transmission","2",13,"seed sennepsgul",50,50,66,72,50,50,62.4,49.85,12.4,98.804780876494,0,6
"400","kjo0",6,"seed dark rose","Danish","22","female","Dansk",2573,"1","Pure transmission","2",13,"seed mørk rosa",50,50,48,50,294,292,372.2,327.55,80.2,179.619260918253,2,2
"401","kkrw",4,"seed dark rose","Danish","22","female","Dansk",19469,"2","Naming transmission","2",7,"seed mørk rosa",50,50,46,62,319,310,372.2,327.55,62.2,139.305711086226,9,16
"402","kkrw",5,"seed grass green","Danish","22","female","Dansk",4056,"2","Naming transmission","2",7,"seed græsgrøn",50,50,70,68,119,121,136.5,117.98,15.5,83.6933045356372,2,2
"403","kkrw",6,"seed mustard","Danish","22","female","Dansk",14760,"2","Naming transmission","2",7,"seed sennepsgul",50,50,70,62,40,40,62.4,49.85,22.4,178.486055776892,0,8
"404","kkrw",3,"seed ocean blue","Danish","22","female","Dansk",9964,"2","Naming transmission","2",7,"seed havblå",50,50,48,45,183,183,193.6,179.34,10.6,74.3338008415147,0,3
"405","kvuz",4,"seed dark rose","Danish","21","female","dansk",5215,"1","Pure transmission","4",5,"seed mørk rosa",50,50,50,53,332,334,372.2,327.55,38.2,85.5543113101904,2,3
"406","kvuz",4,"seed grass green","Danish","21","female","dansk",12160,"1","Pure transmission","4",5,"seed græsgrøn",50,50,78,75,113,122,136.5,117.98,14.5,78.2937365010799,9,3
"407","kvuz",4,"seed mustard","Danish","21","female","dansk",15708,"1","Pure transmission","4",5,"seed sennepsgul",50,50,56,65,55,56,62.4,49.85,6.4,50.996015936255,1,9
"408","kvuz",4,"seed ocean blue","Danish","21","female","dansk",19883,"1","Pure transmission","4",5,"seed havblå",50,50,61,56,179,181,193.6,179.34,12.6,88.35904628331,2,5
"409","ky33",3,"seed mustard","Danish","22","female","Dansk",49878,"1","Pure transmission","4",4,"seed sennepsgul",50,50,51,56,53,55,62.4,49.85,7.4,58.9641434262948,2,5
"410","ky33",1,"seed dark rose","Danish","22","female","Dansk",75592,"1","Pure transmission","4",4,"seed mørk rosa",50,50,50,50,329,332,372.2,327.55,40.2,90.03359462486,3,0
"411","ky33",5,"seed grass green","Danish","22","female","Dansk",36529,"1","Pure transmission","4",4,"seed græsgrøn",50,50,71,78,127,113,136.5,117.98,23.5,126.889848812095,14,7
"412","ky33",3,"seed ocean blue","Danish","22","female","Dansk",47392,"1","Pure transmission","4",4,"seed havblå",50,50,55,61,179,179,193.6,179.34,14.6,102.384291725105,0,6
"413","l4jk",6,"seed ocean blue","Danish","20","female","Dansk",18326,"2","Naming transmission","3",3,"seed havblå",50,50,76,69,179,180,193.6,179.34,13.6,95.3716690042076,1,7
"414","l4jk",6,"seed grass green","Danish","20","female","Dansk",20050,"2","Naming transmission","3",3,"seed græsgrøn",50,50,62,57,137,136,136.5,117.98,0.5,2.69978401727862,1,5
"415","l4jk",6,"seed mustard","Danish","20","female","Dansk",15451,"2","Naming transmission","3",3,"seed sennepsgul",50,50,51,52,51,50,62.4,49.85,12.4,98.804780876494,1,1
"416","l4jk",6,"seed dark rose","Danish","20","female","Dansk",27506,"2","Naming transmission","3",3,"seed mørk rosa",50,50,70,68,331,331,372.2,327.55,41.2,92.2732362821949,0,2
"417","l9ov",4,"seed dark rose","Danish","20","female","Dansk",20804,"2","Naming transmission","1",10,"seed mørk rosa",50,50,62,62,316,319,372.2,327.55,53.2,119.148936170213,3,0
"418","l9ov",2,"seed mustard","Danish","20","female","Dansk",38963,"2","Naming transmission","1",10,"seed sennepsgul",50,50,36,42,54,54,62.4,49.85,8.4,66.9322709163347,0,6
"419","l9ov",3,"seed ocean blue","Danish","20","female","Dansk",41050,"2","Naming transmission","1",10,"seed havblå",50,50,64,76,178,177,193.6,179.34,16.6,116.4095371669,1,12
"420","l9ov",3,"seed grass green","Danish","20","female","Dansk",13912,"2","Naming transmission","1",10,"seed græsgrøn",50,50,46,48,135,132,136.5,117.98,4.5,24.2980561555076,3,2
"421","lhww",3,"seed grass green","English","22","female","polish",34885,"2","Naming transmission","0",3,"seed grass green",50,50,58,60,137,135,136.5,117.98,1.5,8.09935205183585,2,2
"422","lhww",5,"seed mustard","English","22","female","polish",34644,"2","Naming transmission","0",3,"seed mustard",50,50,78,68,44,46,62.4,49.85,16.4,130.677290836653,2,10
"423","lhww",5,"seed ocean blue","English","22","female","polish",50469,"2","Naming transmission","0",3,"seed ocean blue",50,50,68,84,184,186,193.6,179.34,7.59999999999999,53.2959326788219,2,16
"424","lhww",6,"seed dark rose","English","22","female","polish",20300,"2","Naming transmission","0",3,"seed dark rose",50,50,61,62,321,313,372.2,327.55,59.2,132.586786114222,8,1
"425","lp4v",5,"seed dark rose","Danish","26","female","Dansk",19298,"1","Pure transmission","4",2,"seed mørk rosa",50,50,51,55,326,329,372.2,327.55,43.2,96.7525195968645,3,4
"426","lp4v",4,"seed mustard","Danish","26","female","Dansk",15590,"1","Pure transmission","4",2,"seed sennepsgul",50,50,63,59,48,49,62.4,49.85,13.4,106.772908366534,1,4
"427","lp4v",4,"seed grass green","Danish","26","female","Dansk",32970,"1","Pure transmission","4",2,"seed græsgrøn",50,50,68,79,134,139,136.5,117.98,-2.5,-13.4989200863931,5,11
"428","lp4v",4,"seed ocean blue","Danish","26","female","Dansk",49953,"1","Pure transmission","4",2,"seed havblå",50,50,53,55,180,180,193.6,179.34,13.6,95.3716690042076,0,2
"429","lqc6",5,"seed ocean blue","Danish","23","female","dansk",22761,"2","Naming transmission","4",12,"seed havblå",50,50,73,76,184,184,193.6,179.34,9.59999999999999,67.3211781206171,0,3
"430","lqc6",4,"seed mustard","Danish","23","female","dansk",26097,"2","Naming transmission","4",12,"seed sennepsgul",50,50,52,55,65,65,62.4,49.85,-2.6,-20.7171314741036,0,3
"431","lqc6",6,"seed grass green","Danish","23","female","dansk",22475,"2","Naming transmission","4",12,"seed græsgrøn",50,50,65,69,116,113,136.5,117.98,23.5,126.889848812095,3,4
"432","lqc6",6,"seed dark rose","Danish","23","female","dansk",10652,"2","Naming transmission","4",12,"seed mørk rosa",50,50,67,63,304,309,372.2,327.55,63.2,141.545352743561,5,4
"433","m0fk",2,"seed dark rose","Danish","24","female","Dansk",24641,"1","Pure transmission","2",7,"seed mørk rosa",50,50,36,38,304,303,372.2,327.55,69.2,154.98320268757,1,2
"434","m0fk",3,"seed grass green","Danish","24","female","Dansk",28898,"1","Pure transmission","2",7,"seed græsgrøn",50,50,75,81,135,116,136.5,117.98,20.5,110.691144708423,19,6
"435","m0fk",5,"seed ocean blue","Danish","24","female","Dansk",10383,"1","Pure transmission","2",7,"seed havblå",50,50,53,53,180,180,193.6,179.34,13.6,95.3716690042076,0,0
"436","m0fk",4,"seed mustard","Danish","24","female","Dansk",13951,"1","Pure transmission","2",7,"seed sennepsgul",50,50,53,57,43,47,62.4,49.85,15.4,122.709163346614,4,4
"437","m2bv",5,"seed mustard","Danish","26","female","Dansk",64338,"2","Naming transmission","4",4,"seed sennepsgul",50,50,48,54,52,64,62.4,49.85,-1.6,-12.7490039840638,12,6
"438","m2bv",5,"seed grass green","Danish","26","female","Dansk",10567,"2","Naming transmission","4",4,"seed græsgrøn",50,50,67,85,123,110,136.5,117.98,26.5,143.088552915767,13,18
"439","m2bv",4,"seed ocean blue","Danish","26","female","Dansk",8664,"2","Naming transmission","4",4,"seed havblå",50,50,64,53,184,188,193.6,179.34,5.59999999999999,39.2706872370266,4,11
"440","m2bv",2,"seed dark rose","Danish","26","female","Dansk",10512,"2","Naming transmission","4",4,"seed mørk rosa",50,50,44,61,314,300,372.2,327.55,72.2,161.702127659575,14,17
"441","m95k",4,"seed dark rose","Danish","34","female","Dansk",65411,"2","Naming transmission","0",2,"seed mørk rosa",50,50,38,40,320,322,372.2,327.55,50.2,112.430011198208,2,2
"442","m95k",4,"seed mustard","Danish","34","female","Dansk",15831,"2","Naming transmission","0",2,"seed sennepsgul",50,50,38,37,47,49,62.4,49.85,13.4,106.772908366534,2,1
"443","m95k",5,"seed ocean blue","Danish","34","female","Dansk",34826,"2","Naming transmission","0",2,"seed havblå",50,50,29,29,185,180,193.6,179.34,13.6,95.3716690042076,5,0
"444","m95k",1,"seed grass green","Danish","34","female","Dansk",80087,"2","Naming transmission","0",2,"seed græsgrøn",50,50,27,34,112,113,136.5,117.98,23.5,126.889848812095,1,7
"445","mhfr",2,"seed dark rose","Danish","21","female","Dansk",9588,"1","Pure transmission","3",14,"seed mørk rosa",50,50,50,46,314,309,372.2,327.55,63.2,141.545352743561,5,4
"446","mhfr",4,"seed grass green","Danish","21","female","Dansk",15450,"1","Pure transmission","3",14,"seed græsgrøn",50,50,60,62,84,88,136.5,117.98,48.5,261.879049676026,4,2
"447","mhfr",3,"seed ocean blue","Danish","21","female","Dansk",10482,"1","Pure transmission","3",14,"seed havblå",50,50,52,58,185,182,193.6,179.34,11.6,81.3464235624124,3,6
"448","mhfr",4,"seed mustard","Danish","21","female","Dansk",20543,"1","Pure transmission","3",14,"seed sennepsgul",50,50,61,61,56,57,62.4,49.85,5.4,43.0278884462151,1,0
"449","mmt4",5,"seed mustard","Danish","21","female","Dansk",20152,"2","Naming transmission","3",10,"seed sennepsgul",50,50,51,40,48,47,62.4,49.85,15.4,122.709163346614,1,11
"450","mmt4",4,"seed dark rose","Danish","21","female","Dansk",6215,"2","Naming transmission","3",10,"seed mørk rosa",50,50,59,46,320,313,372.2,327.55,59.2,132.586786114222,7,13
"451","mmt4",6,"seed grass green","Danish","21","female","Dansk",6084,"2","Naming transmission","3",10,"seed græsgrøn",50,50,45,50,108,105,136.5,117.98,31.5,170.086393088553,3,5
"452","mmt4",6,"seed ocean blue","Danish","21","female","Dansk",15116,"2","Naming transmission","3",10,"seed havblå",50,50,61,61,180,180,193.6,179.34,13.6,95.3716690042076,0,0
"453","n0n0",5,"seed ocean blue","Danish","22","female","DanskEngelsk",11449,"2","Naming transmission","3",14,"seed havblå",50,50,59,69,182,181,193.6,179.34,12.6,88.35904628331,1,10
"454","n0n0",6,"seed mustard","Danish","22","female","DanskEngelsk",12290,"2","Naming transmission","3",14,"seed sennepsgul",50,50,48,36,58,60,62.4,49.85,2.4,19.1235059760956,2,12
"455","n0n0",5,"seed dark rose","Danish","22","female","DanskEngelsk",7255,"2","Naming transmission","3",14,"seed mørk rosa",50,50,54,35,307,312,372.2,327.55,60.2,134.826427771557,5,19
"456","n0n0",6,"seed grass green","Danish","22","female","DanskEngelsk",5787,"2","Naming transmission","3",14,"seed græsgrøn",50,50,63,70,95,98,136.5,117.98,38.5,207.883369330454,3,7
"457","na32",5,"seed ocean blue","Danish","57","male","Dansk",17412,"2","Naming transmission","0",11,"seed havblå",50,50,54,73,181,181,193.6,179.34,12.6,88.35904628331,0,19
"458","na32",5,"seed grass green","Danish","57","male","Dansk",13833,"2","Naming transmission","0",11,"seed græsgrøn",50,50,74,67,115,118,136.5,117.98,18.5,99.8920086393089,3,7
"459","na32",5,"seed dark rose","Danish","57","male","Dansk",15527,"2","Naming transmission","0",11,"seed mørk rosa",50,50,76,65,306,307,372.2,327.55,65.2,146.024636058231,1,11
"460","na32",5,"seed mustard","Danish","57","male","Dansk",16299,"2","Naming transmission","0",11,"seed sennepsgul",50,50,61,67,56,55,62.4,49.85,7.4,58.9641434262948,1,6
"461","nnzw",5,"seed grass green","Danish","22","female","Dansk",23759,"1","Pure transmission","2",14,"seed græsgrøn",50,50,79,82,113,109,136.5,117.98,27.5,148.488120950324,4,3
"462","nnzw",5,"seed mustard","Danish","22","female","Dansk",9100,"1","Pure transmission","2",14,"seed sennepsgul",50,50,72,75,50,51,62.4,49.85,11.4,90.8366533864542,1,3
"463","nnzw",4,"seed ocean blue","Danish","22","female","Dansk",20875,"1","Pure transmission","2",14,"seed havblå",50,50,72,70,179,180,193.6,179.34,13.6,95.3716690042076,1,2
"464","nnzw",5,"seed dark rose","Danish","22","female","Dansk",27254,"1","Pure transmission","2",14,"seed mørk rosa",50,50,50,53,292,293,372.2,327.55,79.2,177.379619260918,1,3
"465","nthf",2,"seed mustard","Danish","24","male","Dansk",49494,"2","Naming transmission","2",13,"seed sennepsgul",50,50,75,65,42,41,62.4,49.85,21.4,170.517928286853,1,10
"466","nthf",6,"seed grass green","Danish","24","male","Dansk",16845,"2","Naming transmission","2",13,"seed græsgrøn",50,50,68,77,119,135,136.5,117.98,1.5,8.09935205183585,16,9
"467","nthf",5,"seed ocean blue","Danish","24","male","Dansk",12865,"2","Naming transmission","2",13,"seed havblå",50,50,86,73,183,184,193.6,179.34,9.59999999999999,67.3211781206171,1,13
"468","nthf",6,"seed dark rose","Danish","24","male","Dansk",11439,"2","Naming transmission","2",13,"seed mørk rosa",50,50,58,55,310,315,372.2,327.55,57.2,128.107502799552,5,3
"469","nw85",4,"seed dark rose","Danish","25","female","Dansk",24807,"1","Pure transmission","5",0,"seed mørk rosa",50,50,60,66,327.55,328,372.2,327.55,44.2,98.9921612541994,0.449999999999989,6
"470","nw85",5,"seed mustard","Danish","25","female","Dansk",29744,"1","Pure transmission","5",0,"seed sennepsgul",50,50,60,62,49.85,51,62.4,49.85,11.4,90.8366533864542,1.15,2
"471","nw85",5,"seed ocean blue","Danish","25","female","Dansk",19211,"1","Pure transmission","5",0,"seed havblå",50,50,60,64,179.34,179,193.6,179.34,14.6,102.384291725105,0.340000000000003,4
"472","nw85",5,"seed grass green","Danish","25","female","Dansk",13548,"1","Pure transmission","5",0,"seed græsgrøn",50,50,60,63,117.98,108,136.5,117.98,28.5,153.887688984881,9.98,3
"473","o0pu",5,"seed dark rose","English","28","female","Swedish",13920,"2","Naming transmission","0",4,"seed dark rose",50,50,62,56,313,313,372.2,327.55,59.2,132.586786114222,0,6
"474","o0pu",5,"seed mustard","English","28","female","Swedish",13646,"2","Naming transmission","0",4,"seed mustard",50,50,68,61,46,46,62.4,49.85,16.4,130.677290836653,0,7
"475","o0pu",4,"seed ocean blue","English","28","female","Swedish",13734,"2","Naming transmission","0",4,"seed ocean blue",50,50,84,77,186,187,193.6,179.34,6.59999999999999,46.2833099579243,1,7
"476","o0pu",5,"seed grass green","English","28","female","Swedish",19734,"2","Naming transmission","0",4,"seed grass green",50,50,60,53,135,127,136.5,117.98,9.5,51.2958963282938,8,7
"477","o3eh",5,"seed dark rose","Danish","25","male","Dansk",14597,"2","Naming transmission","0",13,"seed mørk rosa",50,50,55,62,306,301,372.2,327.55,71.2,159.46248600224,5,7
"478","o3eh",5,"seed ocean blue","Danish","25","male","Dansk",23400,"2","Naming transmission","0",13,"seed havblå",50,50,51,57,188,189,193.6,179.34,4.59999999999999,32.258064516129,1,6
"479","o3eh",5,"seed mustard","Danish","25","male","Dansk",14404,"2","Naming transmission","0",13,"seed sennepsgul",50,50,66,72,53,51,62.4,49.85,11.4,90.8366533864542,2,6
"480","o3eh",4,"seed grass green","Danish","25","male","Dansk",34485,"2","Naming transmission","0",13,"seed græsgrøn",50,50,56,47,107,110,136.5,117.98,26.5,143.088552915767,3,9
"481","owq7",5,"seed ocean blue","English","23","male","Danish",22071,"2","Naming transmission","0",12,"seed ocean blue",50,50,69,81,191,191,193.6,179.34,2.59999999999999,18.2328190743338,0,12
"482","owq7",6,"seed dark rose","English","23","male","Danish",7190,"2","Naming transmission","0",12,"seed dark rose",50,50,81,92,295,295,372.2,327.55,77.2,172.900335946249,0,11
"483","owq7",5,"seed mustard","English","23","male","Danish",32383,"2","Naming transmission","0",12,"seed mustard",50,50,38,40,42,41,62.4,49.85,21.4,170.517928286853,1,2
"484","owq7",4,"seed grass green","English","23","male","Danish",12964,"2","Naming transmission","0",12,"seed grass green",50,50,43,42,121,124,136.5,117.98,12.5,67.4946004319655,3,1
"485","p6s3",6,"seed ocean blue","Danish","24","female","Dansksomalisk",14084,"1","Pure transmission","3",12,"seed havblå",50,50,48,60,186,186,193.6,179.34,7.59999999999999,53.2959326788219,0,12
"486","p6s3",6,"seed dark rose","Danish","24","female","Dansksomalisk",2528,"1","Pure transmission","3",12,"seed mørk rosa",50,50,39,44,309,310,372.2,327.55,62.2,139.305711086226,1,5
"487","p6s3",6,"seed grass green","Danish","24","female","Dansksomalisk",15189,"1","Pure transmission","3",12,"seed græsgrøn",50,50,66,66,116,86,136.5,117.98,50.5,272.67818574514,30,0
"488","p6s3",6,"seed mustard","Danish","24","female","Dansksomalisk",13861,"1","Pure transmission","3",12,"seed sennepsgul",50,50,44,64,57,55,62.4,49.85,7.4,58.9641434262948,2,20
"489","pdov",6,"seed grass green","English","45","male","English",18668,"2","Naming transmission","0",2,"seed grass green",50,50,50,58,136,137,136.5,117.98,-0.5,-2.69978401727862,1,8
"490","pdov",4,"seed dark rose","English","45","male","English",38904,"2","Naming transmission","0",2,"seed dark rose",50,50,46,61,328,321,372.2,327.55,51.2,114.669652855543,7,15
"491","pdov",6,"seed ocean blue","English","45","male","English",10840,"2","Naming transmission","0",2,"seed ocean blue",50,50,66,68,182,184,193.6,179.34,9.59999999999999,67.3211781206171,2,2
"492","pdov",6,"seed mustard","English","45","male","English",10853,"2","Naming transmission","0",2,"seed mustard",50,50,69,78,43,44,62.4,49.85,18.4,146.613545816733,1,9
"493","pwy0",4,"seed mustard","Danish","21","male","dansk",15976,"2","Naming transmission","1",11,"seed sennepsgul",50,50,42,39,54,56,62.4,49.85,6.4,50.996015936255,2,3
"494","pwy0",3,"seed dark rose","Danish","21","male","dansk",11804,"2","Naming transmission","1",11,"seed mørk rosa",50,50,62,70,319,310,372.2,327.55,62.2,139.305711086226,9,8
"495","pwy0",3,"seed grass green","Danish","21","male","dansk",18680,"2","Naming transmission","1",11,"seed græsgrøn",50,50,48,50,132,136,136.5,117.98,0.5,2.69978401727862,4,2
"496","pwy0",5,"seed ocean blue","Danish","21","male","dansk",10158,"2","Naming transmission","1",11,"seed havblå",50,50,76,77,177,178,193.6,179.34,15.6,109.396914446003,1,1
"497","px2q",5,"seed mustard","Danish","22","female","dansk",33446,"1","Pure transmission","2",5,"seed sennepsgul",50,50,74,62,47,47,62.4,49.85,15.4,122.709163346614,0,12
"498","px2q",5,"seed grass green","Danish","22","female","dansk",29860,"1","Pure transmission","2",5,"seed græsgrøn",50,50,69,61,126,121,136.5,117.98,15.5,83.6933045356372,5,8
"499","px2q",6,"seed ocean blue","Danish","22","female","dansk",16015,"1","Pure transmission","2",5,"seed havblå",50,50,60,56,180,179,193.6,179.34,14.6,102.384291725105,1,4
"500","px2q",6,"seed dark rose","Danish","22","female","dansk",16719,"1","Pure transmission","2",5,"seed mørk rosa",50,50,27,29,311,306,372.2,327.55,66.2,148.264277715566,5,2
"501","q135",4,"seed mustard","Danish","21","male","Dansk",5071,"2","Naming transmission","2",3,"seed sennepsgul",50,50,60,65,43,45,62.4,49.85,17.4,138.645418326693,2,5
"502","q135",5,"seed dark rose","Danish","21","male","Dansk",8449,"2","Naming transmission","2",3,"seed mørk rosa",50,50,62,69,317,317,372.2,327.55,55.2,123.628219484882,0,7
"503","q135",2,"seed ocean blue","Danish","21","male","Dansk",18112,"2","Naming transmission","2",3,"seed havblå",50,50,55,66,180,183,193.6,179.34,10.6,74.3338008415147,3,11
"504","q135",2,"seed grass green","Danish","21","male","Dansk",32269,"2","Naming transmission","2",3,"seed græsgrøn",50,50,57,58,96,107,136.5,117.98,29.5,159.287257019438,11,1
"505","q7e4",5,"seed dark rose","English","23","male","German",6611,"2","Naming transmission","0",8,"seed dark rose",50,50,53,60,312,302,372.2,327.55,70.2,157.222844344905,10,7
"506","q7e4",6,"seed grass green","English","23","male","German",15074,"2","Naming transmission","0",8,"seed grass green",50,50,53,55,133,133,136.5,117.98,3.5,18.8984881209503,0,2
"507","q7e4",6,"seed mustard","English","23","male","German",15295,"2","Naming transmission","0",8,"seed mustard",50,50,54,42,50,50,62.4,49.85,12.4,98.804780876494,0,12
"508","q7e4",4,"seed ocean blue","English","23","male","German",25786,"2","Naming transmission","0",8,"seed ocean blue",50,50,77,57,186,186,193.6,179.34,7.59999999999999,53.2959326788219,0,20
"509","qgmv",6,"seed grass green","Danish","26","male","Dansk",14150,"1","Pure transmission","1",7,"seed græsgrøn",50,50,64,69,126,135,136.5,117.98,1.5,8.09935205183585,9,5
"510","qgmv",6,"seed dark rose","Danish","26","male","Dansk",9361,"1","Pure transmission","1",7,"seed mørk rosa",50,50,45,64,300,295,372.2,327.55,77.2,172.900335946249,5,19
"511","qgmv",5,"seed mustard","Danish","26","male","Dansk",9393,"1","Pure transmission","1",7,"seed sennepsgul",50,50,52,62,43,42,62.4,49.85,20.4,162.549800796813,1,10
"512","qgmv",6,"seed ocean blue","Danish","26","male","Dansk",10998,"1","Pure transmission","1",7,"seed havblå",50,50,65,75,184,184,193.6,179.34,9.59999999999999,67.3211781206171,0,10
"513","qmv3",5,"seed grass green","Danish","25","female","dansk",8766,"2","Naming transmission","0",4,"seed græsgrøn",50,50,36,39,115,116,136.5,117.98,20.5,110.691144708423,1,3
"514","qmv3",4,"seed mustard","Danish","25","female","dansk",24002,"2","Naming transmission","0",4,"seed sennepsgul",50,50,37,36,53,54,62.4,49.85,8.4,66.9322709163347,1,1
"515","qmv3",4,"seed dark rose","Danish","25","female","dansk",27244,"2","Naming transmission","0",4,"seed mørk rosa",50,50,57,50,315,313,372.2,327.55,59.2,132.586786114222,2,7
"516","qmv3",5,"seed ocean blue","Danish","25","female","dansk",24971,"2","Naming transmission","0",4,"seed havblå",50,50,35,41,180,185,193.6,179.34,8.59999999999999,60.3085553997195,5,6
"517","qtjv",3,"seed mustard","English","29","female","Estonian",27551,"2","Naming transmission","0",11,"seed mustard",50,50,35,38,43,42,62.4,49.85,20.4,162.549800796813,1,3
