"","Subject","Confidence","Color_label_matched","Language","Age","Gender","Language_spoken","rt","Condition","Condition_label","Chain","Generation","Color_label_source","Lightness_source","Lighness_matched","Saturation_source","Saturation_matched","Hue_source","Hue_matched","Focal","Seed","Secondary_focal","Dif","Dif_2","Rel_dif","Rel_dif_2","Accuracy_hue","Accuracy_sat"
"558","thuf",3,"seed ocean blue","Danish","26","male","Dansk",22838,"1","Pure transmission","3",5,"seed havblå",50,50,28,41,180,181,193.6,179.34,136.5,12.6,44.5,88.35904628331,103.874883286648,1,13
"559","thuf",0,"seed dark rose","Danish","26","male","Dansk",35341,"1","Pure transmission","3",5,"seed mørk rosa",50,50,62,41,323,327,372.2,327.55,278,45.2,49,101.231802911534,98.8900100908173,4,21
"560","thuf",3,"seed grass green","Danish","26","male","Dansk",36677,"1","Pure transmission","3",5,"seed græsgrøn",50,50,58,54,128,116,136.5,117.98,62.4,20.5,53.6,110.691144708423,96.4375674703131,12,4
"561","tupe",4,"seed grass green","Danish","27","female","Dansk",9285,"2","Naming transmission","0",0,"seed græsgrøn",50,50,60,40,117.98,110,136.5,117.98,62.4,26.5,47.6,143.088552915767,85.6423173803526,7.98,20
"562","tupe",1,"seed mustard","Danish","27","female","Dansk",56521,"2","Naming transmission","0",0,"seed sennepsgul",50,50,60,30,49.85,46,62.4,49.85,26,16.4,20,130.677290836653,83.8574423480084,3.85,30
"563","tupe",2,"seed ocean blue","Danish","27","female","Dansk",13527,"2","Naming transmission","0",0,"seed havblå",50,50,60,30,179.34,186,193.6,179.34,136.5,7.59999999999999,49.5,53.2959326788219,115.546218487395,6.66,30
"564","tupe",4,"seed dark rose","Danish","27","female","Dansk",3843,"2","Naming transmission","0",0,"seed mørk rosa",50,50,60,42,327.55,321,372.2,327.55,278,51.2,43,114.669652855543,86.7810292633703,6.55000000000001,18
"565","tyuw",3,"seed grass green","Danish","23","male","DanskogBosnisk",13995,"1","Pure transmission","0",2,"seed græsgrøn",50,50,62,75,117,132,136.5,117.98,62.4,4.5,69.6,24.2980561555076,125.224901043541,15,13
"566","tyuw",5,"seed mustard","Danish","23","male","DanskogBosnisk",7952,"1","Pure transmission","0",2,"seed sennepsgul",50,50,64,65,52,55,62.4,49.85,26,7.4,29,58.9641434262948,121.593291404612,3,1
"567","tyuw",4,"seed dark rose","Danish","23","male","DanskogBosnisk",11360,"1","Pure transmission","0",2,"seed mørk rosa",50,50,59,65,327,319,372.2,327.55,278,53.2,41,119.148936170213,82.744702320888,8,6
"568","tyuw",6,"seed ocean blue","Danish","23","male","DanskogBosnisk",22346,"1","Pure transmission","0",2,"seed havblå",50,50,52,60,180,182,193.6,179.34,136.5,11.6,45.5,81.3464235624124,106.209150326797,2,8
"569","u69f",5,"seed grass green","Danish","25","male","Ungarsk",16540,"1","Pure transmission","3",2,"seed græsgrøn",50,50,51,59,127,123,136.5,117.98,62.4,13.5,60.6,72.8941684665227,109.0320259086,4,8
"570","u69f",5,"seed dark rose","Danish","25","male","Ungarsk",20249,"1","Pure transmission","3",2,"seed mørk rosa",50,50,69,68,324,325,372.2,327.55,278,47.2,47,105.711086226204,94.853683148335,1,1
"571","u69f",5,"seed ocean blue","Danish","25","male","Ungarsk",15558,"1","Pure transmission","3",2,"seed havblå",50,50,72,59,183,182,193.6,179.34,136.5,11.6,45.5,81.3464235624124,106.209150326797,1,13
"572","u69f",5,"seed mustard","Danish","25","male","Ungarsk",6704,"1","Pure transmission","3",2,"seed sennepsgul",50,50,63,74,48,48,62.4,49.85,26,14.4,22,114.741035856574,92.2431865828092,0,11
"573","u8xc",6,"seed dark rose","Danish","48","female","dansk",7920,"1","Pure transmission","1",10,"seed mørk rosa",50,50,70,60,302,312,372.2,327.55,278,60.2,34,134.826427771557,68.6175580221998,10,10
"574","u8xc",4,"seed ocean blue","Danish","48","female","dansk",27346,"1","Pure transmission","1",10,"seed havblå",50,50,60,77,181,180,193.6,179.34,136.5,13.6,43.5,95.3716690042076,101.540616246499,1,17
"575","u8xc",6,"seed mustard","Danish","48","female","dansk",27287,"1","Pure transmission","1",10,"seed sennepsgul",50,50,58,58,39,37,62.4,49.85,26,25.4,11,202.390438247012,46.1215932914046,2,0
"576","u8xc",5,"seed grass green","Danish","48","female","dansk",18569,"1","Pure transmission","1",10,"seed græsgrøn",50,50,61,73,137,143,136.5,117.98,62.4,-6.5,80.6,-35.097192224622,145.016192875135,6,12
"577","uex5",5,"seed dark rose","Danish","31","male","Dansk",10354,"2","Naming transmission","1",5,"seed mørk rosa",50,50,72,62,322,330,372.2,327.55,278,42.2,52,94.5128779395297,104.944500504541,8,10
"578","uex5",5,"seed mustard","Danish","31","male","Dansk",20991,"2","Naming transmission","1",5,"seed sennepsgul",50,50,57,39,50,49,62.4,49.85,26,13.4,23,106.772908366534,96.4360587002096,1,18
"579","uex5",6,"seed grass green","Danish","31","male","Dansk",8178,"2","Naming transmission","1",5,"seed græsgrøn",50,50,72,59,97,99,136.5,117.98,62.4,37.5,36.6,202.483801295896,65.8510255487585,2,13
"580","uex5",6,"seed ocean blue","Danish","31","male","Dansk",16209,"2","Naming transmission","1",5,"seed havblå",50,50,60,50,182,179,193.6,179.34,136.5,14.6,42.5,102.384291725105,99.2063492063492,3,10
"581","uf5t",5,"seed ocean blue","Danish","22","male","dansk",32306,"1","Pure transmission","0",6,"seed havblå",50,50,52,67,191,193,193.6,179.34,136.5,0.599999999999994,56.5,4.20757363253853,131.886087768441,2,15
"582","uf5t",6,"seed dark rose","Danish","22","male","dansk",16877,"1","Pure transmission","0",6,"seed mørk rosa",50,50,60,44,325,324,372.2,327.55,278,48.2,46,107.950727883539,92.8355196770938,1,16
"583","uf5t",4,"seed grass green","Danish","22","male","dansk",28833,"1","Pure transmission","0",6,"seed græsgrøn",50,50,66,74,92,117,136.5,117.98,62.4,19.5,54.6,105.291576673866,98.2367758186398,25,8
"584","uf5t",5,"seed mustard","Danish","22","male","dansk",6167,"1","Pure transmission","0",6,"seed sennepsgul",50,50,72,59,63,61,62.4,49.85,26,1.4,35,11.1553784860558,146.750524109015,2,13
"585","uhn5",6,"seed mustard","Danish","29","female","Dansk",15736,"2","Naming transmission","4",3,"seed sennepsgul",50,50,55,48,49,52,62.4,49.85,26,10.4,26,82.8685258964144,109.014675052411,3,7
"586","uhn5",5,"seed dark rose","Danish","29","female","Dansk",16648,"2","Naming transmission","4",3,"seed mørk rosa",50,50,41,44,323,314,372.2,327.55,278,58.2,36,130.347144456887,72.6538849646821,9,3
"587","uhn5",5,"seed ocean blue","Danish","29","female","Dansk",32008,"2","Naming transmission","4",3,"seed havblå",50,50,72,64,185,184,193.6,179.34,136.5,9.59999999999999,47.5,67.3211781206171,110.877684407096,1,8
"588","uhn5",5,"seed grass green","Danish","29","female","Dansk",11439,"2","Naming transmission","4",3,"seed græsgrøn",50,50,70,67,115,123,136.5,117.98,62.4,13.5,60.6,72.8941684665227,109.0320259086,8,3
"589","uktv",5,"seed ocean blue","Danish","23","female","dansk",19712,"2","Naming transmission","4",13,"seed havblå",50,50,76,71,184,181,193.6,179.34,136.5,12.6,44.5,88.35904628331,103.874883286648,3,5
"590","uktv",4,"seed mustard","Danish","23","female","dansk",21933,"2","Naming transmission","4",13,"seed sennepsgul",50,50,55,74,65,66,62.4,49.85,26,-3.6,40,-28.6852589641434,167.714884696017,1,19
"591","uktv",5,"seed dark rose","Danish","23","female","dansk",13236,"2","Naming transmission","4",13,"seed mørk rosa",50,50,63,77,309,299,372.2,327.55,278,73.2,21,163.941769316909,42.3814328960646,10,14
"592","uktv",5,"seed grass green","Danish","23","female","dansk",16118,"2","Naming transmission","4",13,"seed græsgrøn",50,50,69,52,113,118,136.5,117.98,62.4,18.5,55.6,99.8920086393089,100.035984166967,5,17
"593","uwaz",5,"seed dark rose","Danish","39","female","dansker",15728,"2","Naming transmission","2",5,"seed mørk rosa",50,50,66,60,315,315,372.2,327.55,278,57.2,37,128.107502799552,74.6720484359233,0,6
"594","uwaz",5,"seed grass green","Danish","39","female","dansker",20902,"2","Naming transmission","2",5,"seed græsgrøn",50,50,59,64,113,105,136.5,117.98,62.4,31.5,42.6,170.086393088553,76.646275638719,8,5
"595","uwaz",3,"seed mustard","Danish","39","female","dansker",46037,"2","Naming transmission","2",5,"seed sennepsgul",50,50,76,65,46,46,62.4,49.85,26,16.4,20,130.677290836653,83.8574423480084,0,11
"596","uwaz",0,"seed ocean blue","Danish","39","female","dansker",90002,"2","Naming transmission","2",5,"seed havblå",50,50,70,57,183,178,193.6,179.34,136.5,15.6,41.5,109.396914446003,96.8720821661998,5,13
"597","uzbn",6,"seed mustard","Danish","21","female","dansk",21976,"1","Pure transmission","3",9,"seed sennepsgul",50,50,55,51,51,52,62.4,49.85,26,10.4,26,82.8685258964144,109.014675052411,1,4
"598","uzbn",6,"seed dark rose","Danish","21","female","dansk",12542,"1","Pure transmission","3",9,"seed mørk rosa",50,50,42,46,318,314,372.2,327.55,278,58.2,36,130.347144456887,72.6538849646821,4,4
"599","uzbn",5,"seed grass green","Danish","21","female","dansk",35410,"1","Pure transmission","3",9,"seed græsgrøn",50,50,51,60,127,130,136.5,117.98,62.4,6.5,67.6,35.097192224622,121.626484346887,3,9
"600","uzbn",6,"seed ocean blue","Danish","21","female","dansk",9715,"1","Pure transmission","3",9,"seed havblå",50,50,27,33,181,179,193.6,179.34,136.5,14.6,42.5,102.384291725105,99.2063492063492,2,6
"601","v4er",5,"seed ocean blue","Danish","26","male","dansk",7689,"1","Pure transmission","1",0,"seed havblå",50,50,60,59,179.34,182,193.6,179.34,136.5,11.6,45.5,81.3464235624124,106.209150326797,2.66,1
"602","v4er",5,"seed grass green","Danish","26","male","dansk",10300,"1","Pure transmission","1",0,"seed græsgrøn",50,50,60,60,117.98,114,136.5,117.98,62.4,22.5,51.6,121.490280777538,92.8391507736596,3.98,0
"603","v4er",5,"seed mustard","Danish","26","male","dansk",6080,"1","Pure transmission","1",0,"seed sennepsgul",50,50,60,55,49.85,45,62.4,49.85,26,17.4,19,138.645418326693,79.6645702306079,4.85,5
"604","v4er",5,"seed dark rose","Danish","26","male","dansk",9142,"1","Pure transmission","1",0,"seed mørk rosa",50,50,60,64,327.55,314,372.2,327.55,278,58.2,36,130.347144456887,72.6538849646821,13.55,4
"605","v83p",5,"seed ocean blue","Danish","23","male","Dansk",14647,"2","Naming transmission","1",9,"seed havblå",50,50,83,64,178,178,193.6,179.34,136.5,15.6,41.5,109.396914446003,96.8720821661998,0,19
"606","v83p",5,"seed grass green","Danish","23","male","Dansk",10190,"2","Naming transmission","1",9,"seed græsgrøn",50,50,56,46,142,135,136.5,117.98,62.4,1.5,72.6,8.09935205183585,130.622526088521,7,10
"607","v83p",5,"seed mustard","Danish","23","male","Dansk",22962,"2","Naming transmission","1",9,"seed sennepsgul",50,50,28,36,56,54,62.4,49.85,26,8.4,28,66.9322709163347,117.400419287212,2,8
"608","v83p",5,"seed dark rose","Danish","23","male","Dansk",14856,"2","Naming transmission","1",9,"seed mørk rosa",50,50,54,62,318,316,372.2,327.55,278,56.2,38,125.867861142217,76.6902119071645,2,8
"609","vnhp",4,"seed dark rose","English","23","male","Russian",50678,"1","Pure transmission","0",3,"seed dark rose",50,50,65,61,311,314,372.2,327.55,278,58.2,36,130.347144456887,72.6538849646821,3,4
"610","vnhp",4,"seed ocean blue","English","23","male","Russian",17990,"1","Pure transmission","0",3,"seed ocean blue",50,50,70,69,183,185,193.6,179.34,136.5,8.59999999999999,48.5,60.3085553997195,113.211951447246,2,1
"611","vnhp",4,"seed grass green","English","23","male","Russian",12837,"1","Pure transmission","0",3,"seed grass green",50,50,52,59,118,114,136.5,117.98,62.4,22.5,51.6,121.490280777538,92.8391507736596,4,7
"612","vnhp",5,"seed mustard","English","23","male","Russian",33751,"1","Pure transmission","0",3,"seed mustard",50,50,78,70,38,37,62.4,49.85,26,25.4,11,202.390438247012,46.1215932914046,1,8
"613","vqk6",5,"seed dark rose","Danish","22","male","Dansk",90003,"1","Pure transmission","1",2,"seed mørk rosa",50,50,64,75,300,298,372.2,327.55,278,74.2,20,166.181410974244,40.3632694248234,2,11
"614","vqk6",4,"seed mustard","Danish","22","male","Dansk",90008,"1","Pure transmission","1",2,"seed sennepsgul",50,50,67,65,46,47,62.4,49.85,26,15.4,21,122.709163346614,88.0503144654088,1,2
"615","vqk6",0,"seed grass green","Danish","22","male","Dansk",90004,"1","Pure transmission","1",2,"seed græsgrøn",50,50,65,71,135,131,136.5,117.98,62.4,5.5,68.6,29.6976241900648,123.425692695214,4,6
"616","vqk6",1,"seed ocean blue","Danish","22","male","Dansk",90002,"1","Pure transmission","1",2,"seed havblå",50,50,76,76,180,182,193.6,179.34,136.5,11.6,45.5,81.3464235624124,106.209150326797,2,0
"617","vxj2",5,"seed grass green","Danish","24","female","somalisk",14544,"1","Pure transmission","3",13,"seed græsgrøn",50,50,66,60,86,84,136.5,117.98,62.4,52.5,21.6,283.477321814255,38.8629003238575,2,6
"618","vxj2",5,"seed dark rose","Danish","24","female","somalisk",12960,"1","Pure transmission","3",13,"seed mørk rosa",50,50,44,50,310,314,372.2,327.55,278,58.2,36,130.347144456887,72.6538849646821,4,6
"619","vxj2",4,"seed ocean blue","Danish","24","female","somalisk",25640,"1","Pure transmission","3",13,"seed havblå",50,50,60,52,186,185,193.6,179.34,136.5,8.59999999999999,48.5,60.3085553997195,113.211951447246,1,8
"620","vxj2",6,"seed mustard","Danish","24","female","somalisk",8887,"1","Pure transmission","3",13,"seed sennepsgul",50,50,64,61,55,56,62.4,49.85,26,6.4,30,50.996015936255,125.786163522013,1,3
"621","wdf1",2,"seed dark rose","Danish","21","female","Dansk",31930,"2","Naming transmission","0",10,"seed mørk rosa",50,50,52,76,307,306,372.2,327.55,278,66.2,28,148.264277715566,56.5085771947528,1,24
"622","wdf1",3,"seed mustard","Danish","21","female","Dansk",21362,"2","Naming transmission","0",10,"seed sennepsgul",50,50,57,61,57,56,62.4,49.85,26,6.4,30,50.996015936255,125.786163522013,1,4
"623","wdf1",3,"seed ocean blue","Danish","21","female","Dansk",22114,"2","Naming transmission","0",10,"seed havblå",50,50,42,54,183,181,193.6,179.34,136.5,12.6,44.5,88.35904628331,103.874883286648,2,12
"624","wdf1",4,"seed grass green","Danish","21","female","Dansk",15991,"2","Naming transmission","0",10,"seed græsgrøn",50,50,76,74,131,115,136.5,117.98,62.4,21.5,52.6,116.090712742981,94.6383591219863,16,2
"625","wfl9",6,"seed dark rose","Danish","33","male","Dansk",18838,"2","Naming transmission","1",4,"seed mørk rosa",50,50,83,72,317,322,372.2,327.55,278,50.2,44,112.430011198208,88.7991927346115,5,11
"626","wfl9",5,"seed grass green","Danish","33","male","Dansk",11824,"2","Naming transmission","1",4,"seed græsgrøn",50,50,67,72,108,97,136.5,117.98,62.4,39.5,34.6,213.282937365011,62.2526088521051,11,5
"627","wfl9",6,"seed ocean blue","Danish","33","male","Dansk",18800,"2","Naming transmission","1",4,"seed havblå",50,50,62,60,182,182,193.6,179.34,136.5,11.6,45.5,81.3464235624124,106.209150326797,0,2
"628","wfl9",5,"seed mustard","Danish","33","male","Dansk",15907,"2","Naming transmission","1",4,"seed sennepsgul",50,50,57,57,47,50,62.4,49.85,26,12.4,24,98.804780876494,100.62893081761,3,0
"629","wlm8",4,"seed grass green","Danish","31","male","Dansk",13251,"1","Pure transmission","1",3,"seed græsgrøn",50,50,71,71,131,106,136.5,117.98,62.4,30.5,43.6,164.686825053996,78.4454839870457,25,0
"630","wlm8",3,"seed dark rose","Danish","31","male","Dansk",11875,"1","Pure transmission","1",3,"seed mørk rosa",50,50,75,57,298,301,372.2,327.55,278,71.2,23,159.46248600224,46.4177598385469,3,18
"631","wlm8",4,"seed ocean blue","Danish","31","male","Dansk",7868,"1","Pure transmission","1",3,"seed havblå",50,50,76,69,182,179,193.6,179.34,136.5,14.6,42.5,102.384291725105,99.2063492063492,3,7
"632","wlm8",6,"seed mustard","Danish","31","male","Dansk",8138,"1","Pure transmission","1",3,"seed sennepsgul",50,50,65,65,47,44,62.4,49.85,26,18.4,18,146.613545816733,75.4716981132075,3,0
"633","wqe4",5,"seed grass green","Danish","20","male","Dansk",20860,"2","Naming transmission","2",0,"seed græsgrøn",50,50,60,62,117.98,103,136.5,117.98,62.4,33.5,40.6,180.885529157667,73.0478589420655,14.98,2
"634","wqe4",6,"seed ocean blue","Danish","20","male","Dansk",9553,"2","Naming transmission","2",0,"seed havblå",50,50,60,51,179.34,177,193.6,179.34,136.5,16.6,40.5,116.4095371669,94.5378151260504,2.34,9
"635","wqe4",3,"seed dark rose","Danish","20","male","Dansk",19141,"2","Naming transmission","2",0,"seed mørk rosa",50,50,60,64,327.55,321,372.2,327.55,278,51.2,43,114.669652855543,86.7810292633703,6.55000000000001,4
"636","wqe4",6,"seed mustard","Danish","20","male","Dansk",8341,"2","Naming transmission","2",0,"seed sennepsgul",50,50,60,60,49.85,52,62.4,49.85,26,10.4,26,82.8685258964144,109.014675052411,2.15,0
"637","wwoa",5,"seed grass green","Danish","28","female","Dansk",25422,"2","Naming transmission","4",9,"seed græsgrøn",50,50,68,63,100,97,136.5,117.98,62.4,39.5,34.6,213.282937365011,62.2526088521051,3,5
"638","wwoa",4,"seed mustard","Danish","28","female","Dansk",45241,"2","Naming transmission","4",9,"seed sennepsgul",50,50,38,45,70,68,62.4,49.85,26,-5.6,42,-44.6215139442231,176.100628930818,2,7
"639","wwoa",5,"seed dark rose","Danish","28","female","Dansk",21606,"2","Naming transmission","4",9,"seed mørk rosa",50,50,55,55,313,309,372.2,327.55,278,63.2,31,141.545352743561,62.5630676084763,4,0
"640","wwoa",4,"seed ocean blue","Danish","28","female","Dansk",50300,"2","Naming transmission","4",9,"seed havblå",50,50,62,69,187,187,193.6,179.34,136.5,6.59999999999999,50.5,46.2833099579243,117.880485527544,0,7
"641","x18e",6,"seed dark rose","Danish","26","male","Dansk",10591,"1","Pure transmission","3",11,"seed mørk rosa",50,50,41,39,308,309,372.2,327.55,278,63.2,31,141.545352743561,62.5630676084763,1,2
"642","x18e",6,"seed mustard","Danish","26","male","Dansk",7123,"1","Pure transmission","3",11,"seed sennepsgul",50,50,48,44,56,57,62.4,49.85,26,5.4,31,43.0278884462151,129.979035639413,1,4
"643","x18e",5,"seed ocean blue","Danish","26","male","Dansk",27539,"1","Pure transmission","3",11,"seed havblå",50,50,34,48,186,186,193.6,179.34,136.5,7.59999999999999,49.5,53.2959326788219,115.546218487395,0,14
"644","x18e",5,"seed grass green","Danish","26","male","Dansk",31059,"1","Pure transmission","3",11,"seed græsgrøn",50,50,61,66,130,116,136.5,117.98,62.4,20.5,53.6,110.691144708423,96.4375674703131,14,5
"645","x301",6,"seed ocean blue","Danish","50","male","dansk",15399,"2","Naming transmission","1",13,"seed havblå",50,50,53,46,169,172,193.6,179.34,136.5,21.6,35.5,151.472650771389,82.8664799253034,3,7
"646","x301",6,"seed mustard","Danish","50","male","dansk",8904,"2","Naming transmission","1",13,"seed sennepsgul",50,50,46,41,54,58,62.4,49.85,26,4.4,32,35.0597609561753,134.171907756813,4,5
"647","x301",6,"seed grass green","Danish","50","male","dansk",12104,"2","Naming transmission","1",13,"seed græsgrøn",50,50,46,43,119,110,136.5,117.98,62.4,26.5,47.6,143.088552915767,85.6423173803526,9,3
"648","x301",4,"seed dark rose","Danish","50","male","dansk",31651,"2","Naming transmission","1",13,"seed mørk rosa",50,50,62,80,307,291,372.2,327.55,278,81.2,13,181.858902575588,26.2361251261352,16,18
"649","x4cg",5,"seed dark rose","Danish","32","male","dansk",32943,"2","Naming transmission","0",5,"seed mørk rosa",50,50,50,58,313,309,372.2,327.55,278,63.2,31,141.545352743561,62.5630676084763,4,8
"650","x4cg",4,"seed mustard","Danish","32","male","dansk",42616,"2","Naming transmission","0",5,"seed sennepsgul",50,50,36,38,54,51,62.4,49.85,26,11.4,25,90.8366533864542,104.82180293501,3,2
"651","x4cg",5,"seed grass green","Danish","32","male","dansk",29460,"2","Naming transmission","0",5,"seed græsgrøn",50,50,39,40,116,109,136.5,117.98,62.4,27.5,46.6,148.488120950324,83.8431090320259,7,1
"652","x4cg",5,"seed ocean blue","Danish","32","male","dansk",29038,"2","Naming transmission","0",5,"seed havblå",50,50,41,40,185,185,193.6,179.34,136.5,8.59999999999999,48.5,60.3085553997195,113.211951447246,0,1
"653","xd2r",4,"seed dark rose","Danish","33","female","dansk",35721,"1","Pure transmission","3",10,"seed mørk rosa",50,50,46,41,314,308,372.2,327.55,278,64.2,30,143.784994400896,60.5449041372351,6,5
"654","xd2r",6,"seed grass green","Danish","33","female","dansk",4400,"1","Pure transmission","3",10,"seed græsgrøn",50,50,60,61,130,130,136.5,117.98,62.4,6.5,67.6,35.097192224622,121.626484346887,0,1
"655","xd2r",5,"seed mustard","Danish","33","female","dansk",17332,"1","Pure transmission","3",10,"seed sennepsgul",50,50,51,48,52,56,62.4,49.85,26,6.4,30,50.996015936255,125.786163522013,4,3
"656","xd2r",5,"seed ocean blue","Danish","33","female","dansk",14430,"1","Pure transmission","3",10,"seed havblå",50,50,33,34,179,186,193.6,179.34,136.5,7.59999999999999,49.5,53.2959326788219,115.546218487395,7,1
"657","xfrb",5,"seed mustard","English","30","male","German",9984,"1","Pure transmission","0",8,"seed mustard",50,50,59,53,24,13,62.4,49.85,26,49.4,-13,393.625498007968,-54.5073375262054,11,6
"658","xfrb",5,"seed ocean blue","English","30","male","German",25472,"1","Pure transmission","0",8,"seed ocean blue",50,50,69,82,182,196,193.6,179.34,136.5,-2.40000000000001,59.5,-16.8302945301543,138.888888888889,14,13
"659","xfrb",6,"seed grass green","English","30","male","German",3051,"1","Pure transmission","0",8,"seed grass green",50,50,73,73,112,123,136.5,117.98,62.4,13.5,60.6,72.8941684665227,109.0320259086,11,0
"660","xfrb",5,"seed dark rose","English","30","male","German",4591,"1","Pure transmission","0",8,"seed dark rose",50,50,66,59,311,313,372.2,327.55,278,59.2,35,132.586786114222,70.635721493441,2,7
"661","xh1c",5,"seed grass green","English","23","male","Czech",5710,"1","Pure transmission","0",0,"seed grass green",50,50,60,67,117.98,124,136.5,117.98,62.4,12.5,61.6,67.4946004319655,110.831234256927,6.02,7
"662","xh1c",5,"seed dark rose","English","23","male","Czech",5140,"1","Pure transmission","0",0,"seed dark rose",50,50,60,70,327.55,321,372.2,327.55,278,51.2,43,114.669652855543,86.7810292633703,6.55000000000001,10
"663","xh1c",4,"seed mustard","English","23","male","Czech",8194,"1","Pure transmission","0",0,"seed mustard",50,50,60,57,49.85,46,62.4,49.85,26,16.4,20,130.677290836653,83.8574423480084,3.85,3
"664","xh1c",5,"seed ocean blue","English","23","male","Czech",6247,"1","Pure transmission","0",0,"seed ocean blue",50,50,60,71,179.34,181,193.6,179.34,136.5,12.6,44.5,88.35904628331,103.874883286648,1.66,11
"665","xktj",4,"seed mustard","Danish","24","male","Albansk",38185,"1","Pure transmission","0",9,"seed sennepsgul",50,50,64,50,55,58,62.4,49.85,26,4.4,32,35.0597609561753,134.171907756813,3,14
"666","xktj",4,"seed ocean blue","Danish","24","male","Albansk",10940,"1","Pure transmission","0",9,"seed havblå",50,50,62,61,193,196,193.6,179.34,136.5,-2.40000000000001,59.5,-16.8302945301543,138.888888888889,3,1
"667","xktj",6,"seed dark rose","Danish","24","male","Albansk",20838,"1","Pure transmission","0",9,"seed mørk rosa",50,50,80,60,295,301,372.2,327.55,278,71.2,23,159.46248600224,46.4177598385469,6,20
"668","xktj",6,"seed grass green","Danish","24","male","Albansk",12258,"1","Pure transmission","0",9,"seed græsgrøn",50,50,68,74,113,121,136.5,117.98,62.4,15.5,58.6,83.6933045356372,105.433609211947,8,6
"669","xt94",5,"seed dark rose","Danish","27","male","Dansk",10738,"1","Pure transmission","0",7,"seed mørk rosa",50,50,44,90,324,293,372.2,327.55,278,79.2,15,177.379619260918,30.2724520686176,31,46
"670","xt94",5,"seed mustard","Danish","27","male","Dansk",12218,"1","Pure transmission","0",7,"seed sennepsgul",50,50,59,68,61,58,62.4,49.85,26,4.4,32,35.0597609561753,134.171907756813,3,9
"671","xt94",6,"seed ocean blue","Danish","27","male","Dansk",9069,"1","Pure transmission","0",7,"seed havblå",50,50,67,65,193,194,193.6,179.34,136.5,-0.400000000000006,57.5,-2.80504908835909,134.22035480859,1,2
"672","xt94",5,"seed grass green","Danish","27","male","Dansk",11238,"1","Pure transmission","0",7,"seed græsgrøn",50,50,74,74,117,132,136.5,117.98,62.4,4.5,69.6,24.2980561555076,125.224901043541,15,0
"673","xtek",5,"seed ocean blue","Danish","21","female","dansk",10829,"1","Pure transmission","3",6,"seed havblå",50,50,41,37,181,180,193.6,179.34,136.5,13.6,43.5,95.3716690042076,101.540616246499,1,4
"674","xtek",5,"seed dark rose","Danish","21","female","dansk",16280,"1","Pure transmission","3",6,"seed mørk rosa",50,50,41,46,327,319,372.2,327.55,278,53.2,41,119.148936170213,82.744702320888,8,5
"675","xtek",5,"seed mustard","Danish","21","female","dansk",9256,"1","Pure transmission","3",6,"seed sennepsgul",50,50,49,53,54,53,62.4,49.85,26,9.4,27,74.9003984063745,113.207547169811,1,4
"676","xtek",6,"seed grass green","Danish","21","female","dansk",4878,"1","Pure transmission","3",6,"seed græsgrøn",50,50,54,60,116,132,136.5,117.98,62.4,4.5,69.6,24.2980561555076,125.224901043541,16,6
"677","xtsh",6,"seed mustard","Danish","23","male","dansk",7045,"2","Naming transmission","0",9,"seed sennepsgul",50,50,56,57,56,57,62.4,49.85,26,5.4,31,43.0278884462151,129.979035639413,1,1
"678","xtsh",6,"seed ocean blue","Danish","23","male","dansk",5250,"2","Naming transmission","0",9,"seed havblå",50,50,42,42,184,183,193.6,179.34,136.5,10.6,46.5,74.3338008415147,108.543417366947,1,0
"679","xtsh",5,"seed grass green","Danish","23","male","dansk",6234,"2","Naming transmission","0",9,"seed græsgrøn",50,50,63,76,127,131,136.5,117.98,62.4,5.5,68.6,29.6976241900648,123.425692695214,4,13
"680","xtsh",5,"seed dark rose","Danish","23","male","dansk",5074,"2","Naming transmission","0",9,"seed mørk rosa",50,50,53,52,295,307,372.2,327.55,278,65.2,29,146.024636058231,58.5267406659939,12,1
"681","xz2a",3,"seed mustard","Danish","22","female","Dansk",50564,"2","Naming transmission","2",4,"seed sennepsgul",50,50,65,76,45,46,62.4,49.85,26,16.4,20,130.677290836653,83.8574423480084,1,11
"682","xz2a",4,"seed dark rose","Danish","22","female","Dansk",58146,"2","Naming transmission","2",4,"seed mørk rosa",50,50,69,66,317,315,372.2,327.55,278,57.2,37,128.107502799552,74.6720484359233,2,3
"683","xz2a",4,"seed ocean blue","Danish","22","female","Dansk",63472,"2","Naming transmission","2",4,"seed havblå",50,50,66,70,183,183,193.6,179.34,136.5,10.6,46.5,74.3338008415147,108.543417366947,0,4
"684","xz2a",4,"seed grass green","Danish","22","female","Dansk",64947,"2","Naming transmission","2",4,"seed græsgrøn",50,50,58,59,107,113,136.5,117.98,62.4,23.5,50.6,126.889848812095,91.0399424253328,6,1
"685","y7ox",4,"seed ocean blue","Danish","60","female","dansk",43168,"2","Naming transmission","3",2,"seed havblå",50,50,70,76,179,179,193.6,179.34,136.5,14.6,42.5,102.384291725105,99.2063492063492,0,6
"686","y7ox",4,"seed dark rose","Danish","60","female","dansk",55237,"2","Naming transmission","3",2,"seed mørk rosa",50,50,66,70,327,331,372.2,327.55,278,41.2,53,92.2732362821949,106.962663975782,4,4
"687","y7ox",4,"seed mustard","Danish","60","female","dansk",143139,"2","Naming transmission","3",2,"seed sennepsgul",50,50,40,51,53,51,62.4,49.85,26,11.4,25,90.8366533864542,104.82180293501,2,11
